EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
6966,Central,Commercial,2039.37,1913.74,125.63,12955.04
6967,North,Residential,1343.6,1211.1,132.5,47776.38
6968,South,Residential,1650.33,1343.07,307.26,29665.37
6969,East,Residential,1304.72,1244.03,60.69,44280.58
6970,North,Industrial,980.6,882.49,98.11,30588.96
6971,West,Residential,669.2,636.35,32.85,22006.6
6972,East,Industrial,1359.7,1282.61,77.09,64104.22
6973,South,Commercial,1967.44,1818.11,149.33,52186.73
6974,Central,Residential,1935.96,1638.29,297.67,18160.89
6975,South,Residential,1598.92,1309.14,289.78,12490.18
6976,South,Industrial,777.53,684.23,93.3,60704.9
6977,East,Residential,581.74,479.66,102.08,24262.87
6978,Central,Commercial,2476.72,2275.66,201.06,33245.67
6979,East,Residential,1346.6,1292.09,54.51,40416.4
6980,West,Industrial,810.21,727.1,83.11,25245.07
6981,West,Commercial,1403.92,1216.65,187.27,22532.62
6982,East,Commercial,553.37,476.19,77.18,88664.48
6983,West,Industrial,1098.14,914.13,184.01,98049.56
6984,North,Industrial,1895.54,1797.77,97.77,77733.26
6985,North,Commercial,858.13,732.08,126.05,99975.12
6986,West,Commercial,831.33,798.48,32.85,84669.12
6987,West,Residential,1145.61,996.28,149.33,91109.85
6988,West,Residential,1184.59,1150.18,34.41,22208.64
6989,South,Commercial,2029.22,1910.02,119.2,19730.1
6990,East,Commercial,1985.26,1776.8,208.46,6359.58
6991,South,Residential,747.9,630.37,117.53,58132.58
6992,Central,Residential,1732.14,1679.34,52.8,5913.42
6993,Central,Industrial,2410,2004.96,405.04,62413.05
6994,West,Commercial,2140.13,1750.45,389.68,96334.89
6995,East,Commercial,1233.39,1205.43,27.96,75996.67
6996,South,Residential,1020.96,840.25,180.71,86305.18
6997,West,Industrial,2316.87,2228.5,88.37,11957.85
6998,South,Industrial,1970.09,1655.46,314.63,48309.82
6999,West,Industrial,1257.87,1178.07,79.8,31156.3
7000,Central,Industrial,2425.3,2055.74,369.56,83590.88
7001,South,Residential,2052.13,1715.49,336.64,69134.48
7002,North,Residential,1294.61,1140.09,154.52,87620.77
7003,North,Residential,507.77,432.59,75.18,15699.64
7004,East,Industrial,1533.09,1275.88,257.21,12533.08
7005,North,Industrial,1491.72,1260.15,231.57,27646.77
7006,North,Residential,2291.07,2097.1,193.97,70187.15
7007,Central,Commercial,2312.26,2184.71,127.55,87777.56
7008,West,Commercial,830.58,688.74,141.84,24453.65
7009,South,Industrial,1855.79,1698.44,157.35,33987
7010,West,Residential,1497.58,1433.16,64.42,93721.21
7011,Central,Commercial,772,747.86,24.14,13761.92
7012,South,Residential,1416.07,1179.25,236.82,82887.68
7013,East,Residential,1209.96,1005.2,204.76,45649.58
7014,North,Residential,2477.26,2140.96,336.3,10700.79
7015,North,Commercial,688.2,573.35,114.85,10157.9
7016,East,Residential,1307.41,1169.14,138.27,22138.69
7017,West,Industrial,1522.23,1227.26,294.97,94451
7018,East,Commercial,1603.73,1459.84,143.89,79685.85
7019,East,Residential,601.37,524.58,76.79,7774.76
7020,North,Residential,610.43,515.55,94.88,38597
7021,South,Industrial,1579.4,1492.22,87.18,96800.66
7022,South,Industrial,1219.09,995.92,223.17,14270.99
7023,Central,Industrial,1703.19,1516.26,186.93,6526.5
7024,East,Industrial,2205.91,2095.91,110,26506.98
7025,South,Residential,1531.76,1318.53,213.23,87781.34
7026,South,Residential,2321.79,2181.64,140.15,90362.06
7027,West,Commercial,1764.54,1460.89,303.65,51523.66
7028,South,Residential,635.42,539.78,95.64,21735.14
7029,West,Residential,2295.65,2011.92,283.73,73246.09
7030,South,Industrial,1592.62,1370.59,222.03,12931.92
7031,East,Commercial,624.16,557.09,67.07,40929.14
7032,East,Commercial,600.27,529.98,70.29,52584.38
7033,West,Residential,2413.95,2335.54,78.41,7103.57
7034,North,Industrial,2156.91,2041.95,114.96,61441.53
7035,Central,Commercial,1785.58,1469.48,316.1,89946.14
7036,Central,Industrial,1610.67,1320.71,289.96,39193.63
7037,South,Residential,1182.72,947.67,235.05,40046.98
7038,West,Residential,1177.02,1065.02,112,79900.18
7039,West,Industrial,2157.19,1786.52,370.67,65002.08
7040,West,Residential,831.26,711.47,119.79,16434.84
7041,West,Residential,2294.26,2188.52,105.74,12232.73
7042,South,Commercial,2195.04,2034.01,161.03,45137.6
7043,North,Commercial,771.77,628.13,143.64,94859.18
7044,Central,Commercial,561.57,542.4,19.17,33240.43
7045,West,Residential,678.02,648.6,29.42,56929.09
7046,East,Industrial,848.17,767.28,80.89,80849.4
7047,Central,Industrial,2400.2,2323.06,77.14,89634.59
7048,North,Residential,1419.31,1225.16,194.15,26322.12
7049,North,Residential,1513.06,1415.24,97.82,12319.84
7050,North,Industrial,780.8,747.32,33.48,62273.47
7051,East,Commercial,2141.76,1775.67,366.09,90962.79
7052,South,Residential,990.08,966.03,24.05,76437.81
7053,East,Industrial,773.82,636.02,137.8,23530.9
7054,West,Commercial,971.3,947.14,24.16,33928.53
7055,East,Commercial,1734.14,1541,193.14,84785.39
7056,Central,Commercial,2453.58,1968.82,484.76,90201.42
7057,North,Residential,1872.95,1777.98,94.97,61892.71
7058,West,Commercial,1927.23,1685.23,242,66476.87
7059,Central,Commercial,1353.44,1201,152.44,51814.87
7060,East,Residential,1008.45,829.93,178.52,73573.38
7061,West,Commercial,576.98,507.42,69.56,62409.04
7062,West,Industrial,723.01,663.41,59.6,45773.78
7063,Central,Industrial,1345.96,1135.08,210.88,55577.05
7064,West,Commercial,1937.71,1791.24,146.47,14651.13
7065,South,Commercial,1838.69,1612.15,226.54,47505.86
7066,South,Residential,2406.86,1958.25,448.61,71397.78
7067,West,Residential,1741.59,1685.19,56.4,58913.76
7068,East,Commercial,1406.55,1369.49,37.06,61045.44
7069,Central,Industrial,2232.44,1939.58,292.86,94484.68
7070,South,Industrial,854.99,744.39,110.6,73370.87
7071,Central,Residential,759.87,642.14,117.73,28550.96
7072,South,Commercial,2276.5,2021.54,254.96,56106.77
7073,Central,Residential,1581.56,1432.66,148.9,79174.97
7074,North,Residential,1265.8,1024.98,240.82,96633.33
7075,West,Industrial,1271.77,1159.15,112.62,93070.52
7076,South,Industrial,910.54,729.06,181.48,63321.66
7077,North,Residential,2300.13,2043.68,256.45,46033.89
7078,East,Commercial,1966.55,1659.2,307.35,9337.37
7079,West,Commercial,1625.71,1399.71,226,15708.66
7080,North,Commercial,1098.07,997.6,100.47,47200.26
7081,Central,Commercial,1422.08,1154.01,268.07,31887.32
7082,North,Commercial,1099.96,984.24,115.72,8397.73
7083,South,Commercial,1060.43,1023.65,36.78,59546.23
7084,South,Industrial,1405.8,1166.45,239.35,93778
7085,West,Residential,1524.14,1383.52,140.62,73340.94
7086,West,Industrial,2307.76,2025.8,281.96,34565.56
7087,Central,Commercial,1909.82,1864.39,45.43,82055.34
7088,South,Commercial,1938.32,1567.42,370.9,39125.28
7089,Central,Residential,1931.52,1838.26,93.26,8081.66
7090,North,Industrial,2399.78,1925.34,474.44,49482.25
7091,South,Industrial,1531.72,1328.92,202.8,63599.24
7092,East,Industrial,2477.37,2037.64,439.73,95216.64
7093,South,Commercial,2048.19,1898.48,149.71,58192.12
7094,North,Residential,1885.5,1636.46,249.04,36830.93
7095,South,Commercial,1061.61,967.57,94.04,87629.07
7096,Central,Commercial,1140.09,1043.68,96.41,86288.86
7097,East,Industrial,2016.65,1801.97,214.68,82110.16
7098,West,Commercial,2104.42,1916.78,187.64,58536.83
7099,South,Residential,966.09,834.89,131.2,60475.77
7100,South,Commercial,2155.3,1844.55,310.75,91859.28
7101,Central,Commercial,1818.98,1466.52,352.46,62271.94
7102,East,Industrial,603.76,530.24,73.52,96736.75
7103,East,Commercial,2302.79,1900.38,402.41,54184.67
7104,East,Industrial,1680.73,1454.58,226.15,24829.03
7105,South,Industrial,1898.48,1717.1,181.38,5832.82
7106,West,Commercial,1146.14,1089.98,56.16,94680.84
7107,East,Industrial,2376.43,1943.18,433.25,16835.16
7108,South,Industrial,1526.87,1336.63,190.24,5731.02
7109,Central,Industrial,1051.29,852.58,198.71,88436.12
7110,North,Industrial,952.91,869.09,83.82,50330.9
7111,West,Industrial,2228,1793.24,434.76,76790.32
7112,Central,Residential,678.02,646.71,31.31,99451.13
7113,South,Industrial,1255.94,1061.04,194.9,48868.12
7114,North,Residential,707.99,641.08,66.91,59233.78
7115,North,Commercial,2373.89,1946.92,426.97,84254.07
7116,West,Industrial,1569.21,1314.1,255.11,66501.16
7117,West,Residential,1689.55,1638.4,51.15,70961.63
7118,Central,Residential,2195.46,1868.63,326.83,8908.97
7119,East,Residential,1069.88,1000.78,69.1,76664.71
7120,South,Residential,848.04,780.72,67.32,63700.72
7121,Central,Commercial,1375.89,1183.93,191.96,21487.39
7122,Central,Residential,906.29,881.86,24.43,62068.22
7123,South,Commercial,1786.9,1699.02,87.88,51873.06
7124,Central,Commercial,2020.3,1866.72,153.58,36238.02
7125,North,Residential,1036.72,956,80.72,74148.02
7126,South,Industrial,2411.1,2269.63,141.47,24871.21
7127,East,Residential,2013.06,1951.06,62,57842.41
7128,South,Commercial,1788.81,1531.81,257,42586.51
7129,South,Residential,1725.19,1433.96,291.23,60524.35
7130,East,Residential,2322.56,2165.97,156.59,13343.42
7131,West,Residential,1909.72,1551.23,358.49,11258.83
7132,South,Residential,2440.89,2099.76,341.13,25840.76
7133,Central,Industrial,873.16,717.81,155.35,32002
7134,East,Industrial,1005.5,955,50.5,63400.64
7135,North,Residential,2119.62,1755.34,364.28,46391.38
7136,East,Industrial,683.3,563.35,119.95,40236.49
7137,East,Residential,2459.14,2314.86,144.28,95406.3
7138,Central,Commercial,1274.15,1053.03,221.12,82629.19
7139,East,Industrial,1076.73,887.83,188.9,78436.87
7140,Central,Industrial,747.96,627.92,120.04,86880.22
7141,Central,Commercial,1055.99,1003.32,52.67,21382.33
7142,West,Residential,1305.81,1110.68,195.13,49542.81
7143,North,Commercial,507.89,489.04,18.85,37624.58
7144,South,Residential,1799.82,1755.49,44.33,31434.47
7145,East,Commercial,2357.76,2293.35,64.41,86736.32
7146,East,Residential,1655.31,1526.26,129.05,27891.37
7147,Central,Industrial,578.67,516.52,62.15,22401.8
7148,South,Industrial,1263.19,1180.58,82.61,12320
7149,East,Residential,2140.26,1914.33,225.93,69970.86
7150,Central,Residential,858.32,824.45,33.87,7873.11
7151,Central,Residential,1760.14,1642.15,117.99,23103.78
7152,East,Industrial,1356.68,1196.64,160.04,65347.08
7153,East,Residential,822.99,662.62,160.37,53156.21
7154,West,Commercial,1309.34,1117.7,191.64,11559.51
7155,Central,Industrial,1152.45,939.08,213.37,54477.19
7156,West,Industrial,2268.06,1842.23,425.83,95675.97
7157,South,Commercial,639.05,593.05,46,98816.62
7158,Central,Industrial,1174.86,1084.12,90.74,40942.94
7159,South,Industrial,2160.48,2013.6,146.88,6302.22
7160,North,Residential,1190.38,1024.57,165.81,77331.11
7161,Central,Residential,1429.03,1155.61,273.42,17581.44
7162,East,Commercial,1203.99,1026.55,177.44,98118.51
7163,North,Commercial,598.05,498.75,99.3,53487.68
7164,West,Residential,1117.62,1017.64,99.98,95396.92
7165,East,Residential,2306.08,2056.06,250.02,18789.79
7166,South,Commercial,1358.08,1177.81,180.27,15221.5
7167,South,Industrial,1365.82,1128.33,237.49,81338.03
7168,Central,Industrial,2429.55,2001.32,428.23,40193.4
7169,Central,Industrial,2499.73,2426.66,73.07,48626.59
7170,Central,Commercial,2362.69,2158.12,204.57,68975.77
7171,South,Industrial,1699.18,1556.78,142.4,10900.37
7172,Central,Commercial,1825.93,1702.52,123.41,27343.2
7173,Central,Residential,2000.53,1707.4,293.13,63296.22
7174,South,Industrial,537.62,512.36,25.26,44190.43
7175,West,Residential,1828.52,1631.24,197.28,71440.71
7176,East,Industrial,1947.86,1818.15,129.71,64377.73
7177,North,Industrial,1606.09,1489.38,116.71,92706.65
7178,West,Residential,2249.05,2181.81,67.24,37739.75
7179,East,Industrial,2054.68,1923.78,130.9,50894.23
7180,East,Residential,2279.47,2196.84,82.63,8589.88
7181,West,Industrial,2362.59,2128.75,233.84,7397.46
7182,Central,Commercial,1469.67,1230.17,239.5,64000.22
7183,Central,Commercial,1661.56,1468.57,192.99,26924.08
7184,North,Industrial,872.31,821.82,50.49,80699.16
7185,South,Industrial,1933.28,1857.72,75.56,90764.91
7186,North,Industrial,1438.61,1374.18,64.43,81319.69
7187,Central,Industrial,1728.79,1405.97,322.82,48700.27
7188,North,Residential,1819.03,1562.08,256.95,89091.63
7189,South,Commercial,1011.99,825.41,186.58,13211.91
7190,East,Commercial,2349.09,2057.03,292.06,43027.49
7191,West,Residential,826.2,664.44,161.76,24885.56
7192,South,Residential,2100.83,2004.32,96.51,31623.78
7193,South,Commercial,2452.01,2178.31,273.7,63822.42
7194,East,Residential,557.77,537.79,19.98,37833.02
7195,Central,Commercial,990.26,954.96,35.3,68950.15
7196,East,Commercial,2140.37,1905.25,235.12,57958.32
7197,Central,Residential,708.69,665.52,43.17,7268.36
7198,North,Residential,766.54,750.18,16.36,84791.48
7199,West,Industrial,1185.42,954.05,231.37,94526.89
7200,Central,Residential,512.57,437.08,75.49,6345.83
7201,Central,Industrial,1064.73,859.84,204.89,72047.39
7202,West,Residential,2366.11,2094.42,271.69,9148.23
7203,East,Commercial,1896.69,1754.57,142.12,23053.37
7204,West,Residential,2133.88,1788.23,345.65,39797.61
7205,South,Residential,1032.05,888.56,143.49,42601.75
7206,North,Commercial,1697.28,1523.49,173.79,57123.59
7207,West,Commercial,2089.15,1800.53,288.62,96822.98
7208,South,Commercial,1809.72,1659.09,150.63,27451.94
7209,East,Industrial,1692.09,1499.51,192.58,47219.38
7210,South,Industrial,2350.71,1944.62,406.09,53178.77
7211,East,Industrial,1052.05,976.55,75.5,87872.39
7212,Central,Commercial,809.63,654.61,155.02,74807.02
7213,Central,Commercial,1160.29,968.38,191.91,54172.17
7214,South,Commercial,1160.57,989.15,171.42,65321.85
7215,West,Commercial,1441.3,1166.73,274.57,66960.5
7216,South,Residential,2083.19,1852.97,230.22,74441.72
7217,South,Residential,617.13,494.45,122.68,76353.77
7218,North,Commercial,2455.41,2265.15,190.26,81444.17
7219,Central,Industrial,2258.71,1930.39,328.32,90696.76
7220,Central,Residential,889.8,824.06,65.74,9278.78
7221,Central,Commercial,1675.63,1608.01,67.62,44241.58
7222,West,Industrial,2050.34,1977.47,72.87,97751.04
7223,South,Industrial,1674.27,1602.71,71.56,32539.66
7224,East,Industrial,2267.61,1876.99,390.62,38668.68
7225,North,Commercial,2044.31,1836.49,207.82,59204.17
7226,Central,Commercial,2030.81,1661.54,369.27,45072.57
7227,South,Industrial,521.47,497.79,23.68,66504.19
7228,East,Residential,1432.09,1382.05,50.04,14004.5
7229,North,Commercial,895.82,823.24,72.58,88506.61
7230,South,Industrial,2432.68,2316.8,115.88,19111.08
7231,South,Industrial,1694.46,1378.18,316.28,60673.69
7232,Central,Residential,1088.41,871.52,216.89,10864.87
7233,North,Residential,695.1,577.48,117.62,33448.92
7234,Central,Industrial,581.4,474.71,106.69,19370.57
7235,Central,Industrial,1753.71,1476.42,277.29,68015.16
7236,South,Residential,1590.61,1345.34,245.27,9192.99
7237,West,Industrial,1451.88,1376.43,75.45,93849.2
7238,North,Industrial,1937.33,1573.79,363.54,15417.41
7239,West,Industrial,1461.42,1300.65,160.77,65945.56
7240,East,Residential,1993.58,1900.76,92.82,70091.09
7241,West,Commercial,1103.4,1000.52,102.88,61835.59
7242,West,Commercial,1103.63,924.95,178.68,16336.05
7243,North,Residential,892.78,866.06,26.72,99756.01
7244,South,Residential,1004.99,922.77,82.22,54073.92
7245,North,Industrial,738.96,611.58,127.38,28498.79
7246,East,Commercial,709.39,692.56,16.83,95612.49
7247,South,Residential,1357.69,1327.51,30.18,90439.58
7248,East,Industrial,573.04,544.24,28.8,19077.63
7249,Central,Industrial,1711.19,1509.94,201.25,48116.16
7250,West,Industrial,1083.06,991.06,92,83576.99
7251,South,Residential,2309.63,1923.6,386.03,62453.76
7252,West,Residential,531.16,437.13,94.03,31525.52
7253,West,Residential,2257.08,1903.55,353.53,21621.7
7254,South,Commercial,2166.76,2049.17,117.59,78098.71
7255,West,Commercial,1712.7,1504.88,207.82,14383.81
7256,Central,Commercial,1169.91,1125.8,44.11,30560.69
7257,East,Residential,1332.77,1122.87,209.9,64616.31
7258,South,Commercial,2153.78,1934.95,218.83,35286.23
7259,East,Commercial,2323.95,2126.61,197.34,49618.33
7260,West,Residential,2106.4,1736.47,369.93,26088.58
7261,West,Commercial,1370.19,1341.33,28.86,36082.66
7262,South,Industrial,2287.74,2133.09,154.65,99753.13
7263,North,Commercial,1014.15,874.85,139.3,97923.13
7264,North,Residential,518.57,443.31,75.26,23705.08
7265,East,Residential,2461.4,2199.13,262.27,9246.29
7266,North,Industrial,761.79,661.77,100.02,19205.55
7267,East,Industrial,1041.39,1003.02,38.37,78810.68
7268,South,Commercial,654.71,612.28,42.43,81523.73
7269,South,Commercial,1971.89,1690.15,281.74,34765.49
7270,West,Residential,748.99,600.46,148.53,36561.7
7271,South,Industrial,1533.51,1337.56,195.95,39844.4
7272,Central,Commercial,1073.96,890.04,183.92,68350.28
7273,South,Residential,889.22,767.55,121.67,65879.85
7274,East,Industrial,1941.06,1672.02,269.04,9547.65
7275,Central,Industrial,1359.59,1176.23,183.36,11525.83
7276,North,Commercial,850.78,728.32,122.46,61355.16
7277,South,Residential,904.39,873.67,30.72,41566
7278,West,Industrial,846.14,692.88,153.26,70333.5
7279,Central,Commercial,1301.15,1249.43,51.72,9568.06
7280,East,Commercial,535.91,433.26,102.65,88565.54
7281,East,Commercial,1118.95,1018.25,100.7,88023.97
7282,West,Commercial,654.33,627.46,26.87,41080.37
7283,North,Residential,592.34,543.14,49.2,76316.57
7284,East,Residential,863.79,706.94,156.85,7487.4
7285,East,Commercial,832.83,774.84,57.99,53238.03
7286,Central,Residential,2345.05,2025.47,319.58,67300.54
7287,East,Commercial,2484.87,2020.1,464.77,50970.67
7288,Central,Commercial,743.65,616.73,126.92,88135.54
7289,South,Residential,2309.16,1919.31,389.85,57732.43
7290,North,Residential,1775.34,1639.96,135.38,7037.36
7291,South,Residential,2348.08,1911.11,436.97,86948.4
7292,Central,Residential,571.56,478.1,93.46,82382.7
7293,East,Industrial,1948.7,1583.76,364.94,71277.77
7294,East,Residential,764.4,657.6,106.8,21847.93
7295,West,Industrial,559.62,448.57,111.05,43806.94
7296,Central,Commercial,1271.15,1232.76,38.39,90680.13
7297,East,Commercial,1064.64,890.59,174.05,36349.94
7298,East,Residential,2216.31,1986.85,229.46,8820.01
7299,South,Residential,2213.96,1800.76,413.2,81146.17
7300,Central,Residential,2412.58,2258.13,154.45,17649.98
7301,East,Industrial,2019.97,1731.24,288.73,42426.6
7302,Central,Commercial,1762.43,1683.83,78.6,16753.6
7303,South,Commercial,1754.78,1701.23,53.55,88428.23
7304,Central,Commercial,2091.52,2022.19,69.33,33226.14
7305,East,Residential,2286.56,2148.48,138.08,8143.59
7306,South,Commercial,1157.5,991.75,165.75,29928.01
7307,West,Industrial,536.45,446.64,89.81,37786.12
7308,East,Residential,2277.54,1978.72,298.82,39539.61
7309,South,Industrial,2422.67,2337.32,85.35,40393.62
7310,North,Industrial,2063.87,1726.63,337.24,91958.15
7311,North,Industrial,646.89,631.97,14.92,53069.28
7312,East,Industrial,990.41,836.05,154.36,22411.12
7313,South,Industrial,1454.96,1187.45,267.51,61882.75
7314,Central,Industrial,1152.14,1104.47,47.67,22688.55
7315,East,Industrial,1327.4,1142.88,184.52,48725.69
7316,West,Industrial,2040.5,1970.82,69.68,19683.85
7317,East,Commercial,1188.71,1010.79,177.92,65969.35
7318,North,Commercial,1706.75,1455.1,251.65,48324.96
7319,Central,Commercial,2498.83,2028.81,470.02,87193.69
7320,West,Residential,2451.64,2284.37,167.27,18841.54
7321,South,Industrial,927.57,845.79,81.78,24771.86
7322,South,Commercial,922.77,768.75,154.02,27769.03
7323,South,Industrial,1689.3,1598.52,90.78,43135.41
7324,South,Residential,1196.92,1022.66,174.26,86679.29
7325,North,Industrial,674.17,586.58,87.59,40299.98
7326,North,Industrial,723.71,619.77,103.94,65267.88
7327,West,Residential,1877.93,1810.39,67.54,38939.99
7328,North,Industrial,1545.97,1268.51,277.46,19451.06
7329,South,Industrial,764.56,620.28,144.28,62149.17
7330,West,Industrial,905.14,861.6,43.54,97341.52
7331,West,Commercial,2163.68,1791.37,372.31,77095.09
7332,East,Commercial,2369.75,2318.12,51.63,86152.33
7333,East,Residential,654.33,605.54,48.79,27523.62
7334,South,Industrial,1302.79,1143.64,159.15,53011.37
7335,Central,Commercial,1110.72,987,123.72,41517.68
7336,West,Industrial,1497.8,1334.44,163.36,56315.81
7337,South,Commercial,1925.64,1714.17,211.47,22180.02
7338,West,Commercial,1915.74,1722.62,193.12,49019.84
7339,North,Industrial,1739.69,1542.72,196.97,45989.91
7340,North,Commercial,1826.11,1669.79,156.32,15113.9
7341,East,Residential,511.61,445.06,66.55,74106.76
7342,South,Residential,806.41,738.25,68.16,61731.72
7343,Central,Residential,1618.08,1406.33,211.75,15379.59
7344,West,Industrial,573.33,459.66,113.67,13498.29
7345,West,Commercial,2433.7,2208.15,225.55,72254.54
7346,East,Commercial,1173.75,1121.23,52.52,17662.6
7347,West,Commercial,724.95,694.59,30.36,36733.39
7348,North,Residential,722.14,596.42,125.72,96565.8
7349,Central,Industrial,1447.18,1199.28,247.9,49936.25
7350,West,Residential,1312.05,1173.85,138.2,82514.09
7351,East,Residential,1348.95,1245.25,103.7,89664.29
7352,North,Commercial,1622.15,1561.85,60.3,96037.72
7353,West,Industrial,1512.76,1477.81,34.95,37867.45
7354,North,Industrial,2090.44,1875.68,214.76,92020.96
7355,Central,Industrial,612.6,552.14,60.46,84682.31
7356,South,Residential,1067.17,911.44,155.73,76754.59
7357,East,Commercial,521.8,432.89,88.91,41964.24
7358,North,Industrial,1253.03,1027.7,225.33,26231.57
7359,Central,Industrial,2351.39,1931.61,419.78,39234.49
7360,East,Commercial,2000.78,1768.5,232.28,24490.58
7361,North,Commercial,2224.17,1859.5,364.67,94446.46
7362,West,Commercial,1821.22,1606.38,214.84,61009.97
7363,North,Residential,652.43,616.3,36.13,71021.11
7364,West,Industrial,1332.16,1071.93,260.23,63592.9
7365,South,Residential,972.29,894.24,78.05,64162.87
7366,Central,Industrial,929.27,788.64,140.63,14473.69
7367,East,Residential,2418.93,2284.23,134.7,68147.23
7368,North,Commercial,1555.7,1464.12,91.58,52388.88
7369,North,Industrial,2003.39,1824.49,178.9,36068.75
7370,West,Residential,2497.39,2284.42,212.97,40075.88
7371,North,Residential,1689.86,1592.67,97.19,84384.45
7372,East,Commercial,1294.22,1050.48,243.74,75547.69
7373,East,Commercial,2262.53,1934.61,327.92,81632.17
7374,West,Industrial,2016.03,1781.54,234.49,85485.66
7375,Central,Residential,1976.7,1631.64,345.06,87102.87
7376,North,Residential,2209.56,2047.32,162.24,26850.97
7377,Central,Residential,1155.5,967.18,188.32,40766.91
7378,South,Commercial,529.34,499.43,29.91,13286
7379,North,Commercial,2059.88,1813.93,245.95,16215.36
7380,Central,Residential,1684.01,1509.26,174.75,50319.06
7381,North,Residential,1569.79,1467.58,102.21,34905.04
7382,Central,Industrial,832.2,719.96,112.24,78209.09
7383,South,Commercial,1682.26,1353.97,328.29,41331.18
7384,North,Commercial,999.33,932.54,66.79,20743.48
7385,West,Industrial,1920.86,1779.86,141,86126.53
7386,South,Commercial,734.38,703.41,30.97,33378.17
7387,West,Residential,2033.39,1841.47,191.92,33165.15
7388,North,Industrial,2338.85,2240.66,98.19,82964.23
7389,North,Industrial,677.26,543.65,133.61,67277.61
7390,Central,Industrial,1712.16,1420.57,291.59,72070.12
7391,Central,Residential,1693.23,1363.35,329.88,45811.19
7392,West,Industrial,734.67,718.58,16.09,35530.07
7393,South,Commercial,2169.08,1987.09,181.99,41564.25
7394,East,Industrial,1819.84,1688.09,131.75,50952.78
7395,West,Commercial,2102.71,1923.99,178.72,82328.44
7396,North,Industrial,544.5,491.77,52.73,68995.53
7397,West,Industrial,2039.95,1706.44,333.51,98317.97
7398,South,Industrial,2470.77,1996.04,474.73,69272.16
7399,West,Residential,2317.44,2079.2,238.24,60327.17
7400,West,Industrial,1720.64,1388.73,331.91,74791.83
7401,South,Industrial,579.41,513.15,66.26,63294.25
7402,East,Commercial,968.33,838.45,129.88,82559.1
7403,East,Commercial,1380.84,1118.51,262.33,87381.64
7404,West,Commercial,2004.99,1672.97,332.02,96485.77
7405,Central,Commercial,1937.91,1735.44,202.47,84261.97
7406,South,Industrial,1307.11,1272.48,34.63,73650.87
7407,East,Residential,2181,2018.53,162.47,53479.84
7408,West,Commercial,626.5,510.85,115.65,32754.03
7409,East,Residential,2335.44,2171.82,163.62,30630.26
7410,North,Commercial,1359.21,1176.09,183.12,59483.33
7411,East,Residential,1463.94,1387.52,76.42,34458.37
7412,West,Commercial,794.56,638.94,155.62,24326.4
7413,East,Commercial,2493.1,2345.06,148.04,49031.72
7414,West,Residential,1311.91,1279.92,31.99,65052.24
7415,West,Residential,700.48,636.13,64.35,93951.8
7416,Central,Commercial,1287.52,1065.59,221.93,90258.73
7417,West,Residential,1298.75,1221.72,77.03,44602.13
7418,East,Residential,1494.23,1349.35,144.88,37312.79
7419,East,Commercial,1250.91,1150.75,100.16,34331.88
7420,East,Industrial,816.68,706.38,110.3,79639.56
7421,West,Industrial,1276.53,1201.9,74.63,81344.05
7422,West,Industrial,2037.03,1725.71,311.32,84230.44
7423,South,Industrial,1872.75,1694.77,177.98,40639.73
7424,South,Residential,1286.61,1061.35,225.26,26751.59
7425,Central,Residential,1168.28,1009.56,158.72,43143.23
7426,North,Industrial,2396.39,2292.03,104.36,15383
7427,South,Industrial,1265.93,1034.38,231.55,24895.55
7428,Central,Commercial,1963.08,1639.05,324.03,8254.48
7429,West,Commercial,1142.2,1034.88,107.32,59025.42
7430,West,Industrial,1742.4,1406.95,335.45,57768.81
7431,East,Commercial,670.62,633.39,37.23,76471.06
7432,South,Industrial,1581.89,1462.54,119.35,19028.61
7433,East,Commercial,2016.36,1926.69,89.67,41198.09
7434,East,Residential,503.46,453.93,49.53,89239.83
7435,Central,Residential,2256.19,2053.59,202.6,40874.54
7436,Central,Commercial,1484.56,1373.01,111.55,50518.01
7437,Central,Residential,2117.66,1806.61,311.05,86576.91
7438,East,Residential,2049.71,1784.39,265.32,52776.73
7439,East,Residential,573.88,482.16,91.72,58064.55
7440,East,Industrial,1041.99,982.32,59.67,94698.02
7441,East,Residential,960.08,888.8,71.28,93210.95
7442,West,Residential,954.01,835.63,118.38,25163.23
7443,North,Industrial,782.36,702.77,79.59,95197.27
7444,Central,Industrial,1122.59,1075.16,47.43,43621.6
7445,North,Residential,1515.16,1314.43,200.73,64914.23
7446,East,Residential,1255.5,1080.43,175.07,45837.23
7447,North,Commercial,650.3,633.56,16.74,11645.82
7448,South,Industrial,1643.62,1596.57,47.05,21642.86
7449,North,Residential,672.29,591.1,81.19,34222.93
7450,South,Residential,1002.91,945.61,57.3,40420.08
7451,South,Industrial,1134.36,1087.38,46.98,7696.44
7452,North,Commercial,1462.61,1214.9,247.71,77852.17
7453,North,Residential,1946.77,1611.26,335.51,46927.13
7454,West,Commercial,1502.3,1236.1,266.2,63201.4
7455,East,Commercial,575.75,523.3,52.45,6034.6
7456,South,Residential,1638.68,1386.7,251.98,18219.33
7457,North,Industrial,1611.81,1488.84,122.97,59395.91
7458,West,Commercial,1079.3,1031.98,47.32,84635.28
7459,East,Industrial,2442.74,2096.29,346.45,62472.55
7460,South,Residential,1356.23,1316.75,39.48,48664.28
