EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost,cpm,quartile,CostPerMW,EfficiencyQuartile,ReductionPct
6710,Central,Industrial,986.88,890.89,95.99,37967.03,395.5310969892697,Q3,395.53,Q3,9.73
6711,Central,Residential,593.11,553.23,39.88,96940.8,2430.812437311936,Q4 (worst),2430.81,Q4 worst,6.72
6712,South,Residential,1073.1,939.59,133.51,22145.93,165.87469103437945,Q1 (best),165.87,Q1 best,12.44
6713,Central,Industrial,1755.92,1712.26,43.66,5631.34,128.9816765918461,Q1 (best),128.98,Q1 best,2.49
6714,East,Residential,790.86,708.48,82.38,59835.29,726.3327263899005,Q4 (worst),726.33,Q4 worst,10.42
6715,North,Residential,1716.68,1473.36,243.32,10780.58,44.306181160611544,Q1 (best),44.31,Q1 best,14.17
6716,West,Residential,2497.04,2125.33,371.71,65852.71,177.16152376852926,Q2,177.16,Q2,14.89
6717,South,Commercial,2094.08,1929.97,164.11,7248.57,44.16897203095484,Q1 (best),44.17,Q1 best,7.84
6718,East,Industrial,783.55,730.15,53.4,32548.74,609.5269662921348,Q3,609.53,Q3,6.82
6719,Central,Industrial,1887.32,1769.67,117.65,58151.87,494.2785380365491,Q3,494.28,Q3,6.23
6720,East,Industrial,1149.58,975.93,173.65,28647.92,164.97506478548803,Q1 (best),164.98,Q1 best,15.11
6721,West,Industrial,1221.84,1117.58,104.26,22329.12,214.1676577786303,Q2,214.17,Q2,8.53
6722,West,Industrial,1935.18,1605.46,329.72,13815.62,41.90106757248574,Q1 (best),41.9,Q1 best,17.04
6723,East,Industrial,2474.48,2101.89,372.59,5353.69,14.36885047907888,Q1 (best),14.37,Q1 best,15.06
6724,West,Industrial,704.62,687.53,17.09,22491.89,1316.0848449385605,Q4 (worst),1316.08,Q4 worst,2.43
6725,East,Residential,1509.22,1329.16,180.06,58589.82,325.3905364878374,Q2,325.39,Q2,11.93
6726,Central,Industrial,1121.56,1098.94,22.62,17761.79,785.2250221043324,Q4 (worst),785.23,Q4 worst,2.02
6727,North,Commercial,1535.39,1477.58,57.81,50399.31,871.8095485210171,Q4 (worst),871.81,Q4 worst,3.77
6728,East,Commercial,549.7,457.41,92.29,5240.42,56.782099902481306,Q1 (best),56.78,Q1 best,16.79
6729,South,Residential,502.19,445.9,56.29,24163.23,429.2632794457275,Q3,429.26,Q3,11.21
6730,East,Residential,2416.88,2095.59,321.29,52755.74,164.1997572286719,Q1 (best),164.2,Q1 best,13.29
6731,North,Residential,531.44,449.81,81.63,75748.6,927.9505083915228,Q4 (worst),927.95,Q4 worst,15.36
6732,Central,Industrial,690.56,592.81,97.75,44815.81,458.47375959079284,Q3,458.47,Q3,14.16
6733,East,Industrial,507.9,422.34,85.56,62064.45,725.39095371669,Q4 (worst),725.39,Q4 worst,16.85
6734,Central,Residential,875.19,847.33,27.86,5365.51,192.58829863603734,Q2,192.59,Q2,3.18
6735,North,Commercial,1816.65,1722.82,93.83,94427.03,1006.3628903335821,Q4 (worst),1006.36,Q4 worst,5.17
6736,Central,Commercial,2359.02,2094.58,264.44,31990.07,120.97288609892603,Q1 (best),120.97,Q1 best,11.21
6737,Central,Residential,598.62,488.52,110.1,89546.22,813.3171662125341,Q4 (worst),813.32,Q4 worst,18.39
6738,South,Industrial,829.32,785.78,43.54,63139.48,1450.1488286632982,Q4 (worst),1450.15,Q4 worst,5.25
6739,East,Industrial,1956.68,1789.25,167.43,44789.28,267.51048199247447,Q2,267.51,Q2,8.56
6740,Central,Commercial,1318.01,1164.08,153.93,58479.63,379.9105437536542,Q3,379.91,Q3,11.68
6741,Central,Industrial,1558.66,1361.81,196.85,15771.34,80.11856743713487,Q1 (best),80.12,Q1 best,12.63
6742,South,Commercial,1445.02,1171.57,273.45,56042.05,204.94441396964712,Q2,204.94,Q2,18.92
6743,South,Commercial,1253.54,1162.89,90.65,44908.93,495.4101489244346,Q3,495.41,Q3,7.23
6744,North,Residential,1753.69,1568.08,185.61,8995.17,48.462744464199126,Q1 (best),48.46,Q1 best,10.58
6745,South,Commercial,1686.93,1349.57,337.36,68811.75,203.97127697415223,Q2,203.97,Q2,20.0
6746,East,Commercial,1634.51,1416.22,218.29,58963.25,270.11429749415913,Q2,270.11,Q2,13.36
6747,North,Residential,1262.21,1130.01,132.2,92726.5,701.410741301059,Q4 (worst),701.41,Q4 worst,10.47
6748,West,Residential,1798.92,1637.08,161.84,88612.64,547.5323776569451,Q3,547.53,Q3,9.0
6749,Central,Commercial,1337.02,1147.01,190.01,41796.51,219.97005420767331,Q2,219.97,Q2,14.21
6750,West,Residential,2471.92,2119.63,352.29,6224.35,17.66825626614437,Q1 (best),17.67,Q1 best,14.25
6751,North,Industrial,1122.64,991.09,131.55,39182.6,297.8532877232991,Q2,297.85,Q2,11.72
6752,East,Residential,549.39,531.44,17.95,92175.08,5135.101949860725,Q4 (worst),5135.1,Q4 worst,3.27
6753,Central,Residential,941.12,809.92,131.2,21299.38,162.3428353658537,Q1 (best),162.34,Q1 best,13.94
6754,Central,Industrial,2143.38,1960.96,182.42,70126.92,384.4256112268392,Q3,384.43,Q3,8.51
6755,South,Residential,1632.66,1536.91,95.75,18466.11,192.857545691906,Q2,192.86,Q2,5.86
6756,North,Residential,1291.69,1164.1,127.59,21060.32,165.06246571047888,Q1 (best),165.06,Q1 best,9.88
6757,West,Commercial,513.33,457.62,55.71,84596.09,1518.50816729492,Q4 (worst),1518.51,Q4 worst,10.85
6758,West,Commercial,2057.04,1815.97,241.07,95960.07,398.0589455344921,Q3,398.06,Q3,11.72
6759,North,Commercial,1928.88,1710.45,218.43,19129.32,87.57643180881746,Q1 (best),87.58,Q1 best,11.32
6760,South,Industrial,1436.94,1232.67,204.27,99334.94,486.2923581534244,Q3,486.29,Q3,14.22
6761,Central,Industrial,2360.86,2021.5,339.36,81679.69,240.68744106553513,Q2,240.69,Q2,14.37
6762,North,Residential,1477.21,1404.22,72.99,88965.05,1218.8662830524731,Q4 (worst),1218.87,Q4 worst,4.94
6763,Central,Residential,812.11,656.85,155.26,63048.92,406.0860492077805,Q3,406.09,Q3,19.12
6764,West,Residential,1501.36,1291.26,210.1,72444.79,344.8109947643979,Q3,344.81,Q3,13.99
6765,North,Commercial,500.46,481.82,18.64,93722.68,5028.040772532188,Q4 (worst),5028.04,Q4 worst,3.72
6766,West,Industrial,871.32,839.57,31.75,31934.8,1005.8204724409449,Q4 (worst),1005.82,Q4 worst,3.64
6767,East,Residential,1122.08,960.35,161.73,93331.29,577.0808755332962,Q3,577.08,Q3,14.41
6768,East,Residential,1989.21,1925.24,63.97,95384.79,1491.0862904486478,Q4 (worst),1491.09,Q4 worst,3.22
6769,West,Commercial,2340.94,2013.41,327.53,77907.69,237.86428724086346,Q2,237.86,Q2,13.99
6770,East,Residential,671.69,551.93,119.76,73238.87,611.5470106880426,Q3,611.55,Q3,17.83
6771,East,Commercial,1115.98,1079.35,36.63,58532.87,1597.948948948949,Q4 (worst),1597.95,Q4 worst,3.28
6772,East,Industrial,1176.93,1040.37,136.56,10692.98,78.30243116578792,Q1 (best),78.3,Q1 best,11.6
6773,South,Residential,960.58,832.68,127.9,39105.53,305.7508209538702,Q2,305.75,Q2,13.31
6774,West,Residential,1696.78,1357.84,338.94,41632.25,122.83073700359945,Q1 (best),122.83,Q1 best,19.98
6775,Central,Commercial,822.16,758.62,63.54,23958.23,377.0574441296821,Q3,377.06,Q3,7.73
6776,Central,Residential,2391.84,2164.52,227.32,47493.09,208.92613936301248,Q2,208.93,Q2,9.5
6777,West,Residential,1317.84,1211.57,106.27,78833.52,741.8229039239674,Q4 (worst),741.82,Q4 worst,8.06
6778,East,Industrial,1506.39,1395.23,111.16,54680.2,491.905361640878,Q3,491.91,Q3,7.38
6779,North,Residential,1908.28,1787.82,120.46,80562.82,668.7931263489957,Q4 (worst),668.79,Q4 worst,6.31
6780,South,Industrial,765.22,639.52,125.7,5730.68,45.59013524264121,Q1 (best),45.59,Q1 best,16.43
6781,South,Residential,2193.19,2028.61,164.58,61918.41,376.220743711265,Q3,376.22,Q3,7.5
6782,West,Commercial,2133.38,2077.15,56.23,19945.21,354.7076293793349,Q3,354.71,Q3,2.64
6783,Central,Industrial,2394.28,2101.35,292.93,19573.29,66.81900112654901,Q1 (best),66.82,Q1 best,12.23
6784,North,Industrial,665.4,627.6,37.8,69943.73,1850.3632275132275,Q4 (worst),1850.36,Q4 worst,5.68
6785,North,Industrial,725.39,704.9,20.49,77252.38,3770.2479258174726,Q4 (worst),3770.25,Q4 worst,2.82
6786,East,Industrial,828.01,729.25,98.76,69695.64,705.7071688942891,Q4 (worst),705.71,Q4 worst,11.93
6787,Central,Residential,1660.57,1489.85,170.72,76000.41,445.1757849109653,Q3,445.18,Q3,10.28
6788,North,Commercial,1676.1,1509.67,166.43,90926.15,546.3326924232409,Q3,546.33,Q3,9.93
6789,East,Commercial,728.48,666.93,61.55,56711.25,921.3850528025996,Q4 (worst),921.39,Q4 worst,8.45
6790,West,Commercial,1934.2,1587.09,347.11,74486.47,214.59038921379388,Q2,214.59,Q2,17.95
6791,Central,Commercial,1870.69,1621.25,249.44,44744.72,179.38069275176395,Q2,179.38,Q2,13.33
6792,East,Residential,1264.29,1210.68,53.61,17410.62,324.76440962506996,Q2,324.76,Q2,4.24
6793,Central,Commercial,1191.31,1101.89,89.42,44764.04,500.6043390740327,Q3,500.6,Q3,7.51
6794,East,Commercial,1651.9,1353.29,298.61,46393.96,155.36639764240982,Q1 (best),155.37,Q1 best,18.08
6795,East,Commercial,2198.88,1847.68,351.2,37988.73,108.16836560364466,Q1 (best),108.17,Q1 best,15.97
6796,East,Residential,1214.61,1081.21,133.4,32364.04,242.60899550224886,Q2,242.61,Q2,10.98
6797,Central,Residential,1990.84,1868.4,122.44,11236.79,91.77384841555049,Q1 (best),91.77,Q1 best,6.15
6798,East,Commercial,1185.32,1076.37,108.95,40304.06,369.93171179440105,Q3,369.93,Q3,9.19
6799,East,Commercial,2244.1,2034.52,209.58,56660.04,270.3504151159462,Q2,270.35,Q2,9.34
6800,South,Residential,816.53,681.15,135.38,57548.29,425.0870881961885,Q3,425.09,Q3,16.58
6801,North,Commercial,1665.87,1528.17,137.7,19721.36,143.21975308641976,Q1 (best),143.22,Q1 best,8.27
6802,North,Residential,819.35,782.76,36.59,7584.79,207.29133643071876,Q2,207.29,Q2,4.47
6803,East,Residential,1239.12,1010.0,229.12,57472.3,250.83929818435755,Q2,250.84,Q2,18.49
6804,South,Commercial,1862.42,1567.91,294.51,48454.83,164.5269430579607,Q1 (best),164.53,Q1 best,15.81
6805,Central,Commercial,1506.88,1426.71,80.17,50667.4,631.999501060247,Q3,632.0,Q3,5.32
6806,South,Industrial,1951.09,1601.47,349.62,79279.9,226.76019678508092,Q2,226.76,Q2,17.92
6807,West,Industrial,954.98,870.72,84.26,8398.99,99.67944457631141,Q1 (best),99.68,Q1 best,8.82
6808,West,Commercial,1966.87,1620.57,346.3,38284.82,110.55391279237655,Q1 (best),110.55,Q1 best,17.61
6809,West,Residential,1754.91,1475.47,279.44,24700.47,88.39274978528486,Q1 (best),88.39,Q1 best,15.92
6810,West,Commercial,1629.48,1410.27,219.21,5647.72,25.763970621778203,Q1 (best),25.76,Q1 best,13.45
6811,North,Industrial,2123.57,1769.34,354.23,66905.12,188.87479885949804,Q2,188.87,Q2,16.68
6812,East,Commercial,502.33,467.99,34.34,67030.34,1951.960978450786,Q4 (worst),1951.96,Q4 worst,6.84
6813,Central,Commercial,762.62,630.49,132.13,97624.26,738.8500718988874,Q4 (worst),738.85,Q4 worst,17.33
6814,East,Commercial,571.62,559.7,11.92,91543.7,7679.8406040268455,Q4 (worst),7679.84,Q4 worst,2.09
6815,West,Industrial,1888.95,1695.64,193.31,73753.95,381.5319952408049,Q3,381.53,Q3,10.23
6816,North,Industrial,629.22,609.52,19.7,30080.13,1526.910152284264,Q4 (worst),1526.91,Q4 worst,3.13
6817,South,Residential,1010.11,830.49,179.62,92127.17,512.9004008462309,Q3,512.9,Q3,17.78
6818,Central,Residential,1378.86,1294.16,84.7,86989.78,1027.034002361275,Q4 (worst),1027.03,Q4 worst,6.14
6819,East,Commercial,1639.08,1457.3,181.78,16044.56,88.26361535922544,Q1 (best),88.26,Q1 best,11.09
6820,North,Commercial,1364.01,1154.58,209.43,89267.59,426.2407009501981,Q3,426.24,Q3,15.35
6821,West,Industrial,556.27,472.82,83.45,52943.86,634.4381066506891,Q3,634.44,Q3,15.0
6822,Central,Industrial,1161.41,1099.45,61.96,42471.78,685.4709489993544,Q4 (worst),685.47,Q4 worst,5.33
6823,West,Industrial,700.22,629.93,70.29,75284.26,1071.0522122634798,Q4 (worst),1071.05,Q4 worst,10.04
6824,North,Residential,1931.48,1561.61,369.87,70373.95,190.2667153324141,Q2,190.27,Q2,19.15
6825,North,Residential,863.4,768.09,95.31,15034.95,157.74787535410766,Q1 (best),157.75,Q1 best,11.04
6826,West,Commercial,2407.39,1933.3,474.09,63909.11,134.80375034276193,Q1 (best),134.8,Q1 best,19.69
6827,Central,Residential,2494.1,2293.75,200.35,6388.63,31.887347142500627,Q1 (best),31.89,Q1 best,8.03
6828,Central,Commercial,2250.25,1885.06,365.19,76284.97,208.89117993373313,Q2,208.89,Q2,16.23
6829,North,Industrial,1633.77,1539.16,94.61,38059.15,402.2740725081915,Q3,402.27,Q3,5.79
6830,West,Industrial,2192.37,1943.12,249.25,65354.8,262.2058174523571,Q2,262.21,Q2,11.37
6831,West,Industrial,2386.18,2156.22,229.96,90451.37,393.3352322142981,Q3,393.34,Q3,9.64
6832,North,Industrial,2163.79,2050.18,113.61,21655.03,190.6084851685591,Q2,190.61,Q2,5.25
6833,East,Industrial,1226.08,1017.96,208.12,75169.14,361.1817220834134,Q3,361.18,Q3,16.97
6834,Central,Commercial,1757.41,1504.27,253.14,23722.92,93.7146243185589,Q1 (best),93.71,Q1 best,14.4
6835,North,Residential,1534.28,1410.69,123.59,95216.08,770.4189659357553,Q4 (worst),770.42,Q4 worst,8.06
6836,Central,Commercial,1928.4,1764.42,163.98,18646.68,113.71313574826199,Q1 (best),113.71,Q1 best,8.5
6837,North,Commercial,610.2,530.77,79.43,52064.68,655.4787863527633,Q4 (worst),655.48,Q4 worst,13.02
6838,West,Industrial,1332.47,1191.85,140.62,73287.57,521.1745839852084,Q3,521.17,Q3,10.55
6839,Central,Residential,2203.31,2113.35,89.96,31949.36,355.15073365940424,Q3,355.15,Q3,4.08
6840,West,Residential,1715.83,1479.79,236.04,43706.53,185.16577698695136,Q2,185.17,Q2,13.76
6841,Central,Residential,1854.21,1573.11,281.1,72078.77,256.41682675204555,Q2,256.42,Q2,15.16
6842,West,Commercial,882.43,780.5,101.93,31814.61,312.12214264691454,Q2,312.12,Q2,11.55
6843,Central,Residential,1543.13,1241.94,301.19,12587.19,41.791526943125604,Q1 (best),41.79,Q1 best,19.52
6844,South,Residential,2300.83,2102.05,198.78,69623.86,350.2558607505785,Q3,350.26,Q3,8.64
6845,South,Commercial,1997.88,1861.04,136.84,17170.64,125.47968430283542,Q1 (best),125.48,Q1 best,6.85
6846,Central,Industrial,2197.58,1962.57,235.01,92490.83,393.56125271265057,Q3,393.56,Q3,10.69
6847,West,Commercial,2221.94,2006.4,215.54,64177.61,297.752667718289,Q2,297.75,Q2,9.7
6848,East,Commercial,1431.73,1345.07,86.66,75159.2,867.2882529425341,Q4 (worst),867.29,Q4 worst,6.05
6849,Central,Commercial,1523.34,1428.11,95.23,21400.91,224.72865693583952,Q2,224.73,Q2,6.25
6850,South,Industrial,1438.46,1398.65,39.81,27657.66,694.7415222305953,Q4 (worst),694.74,Q4 worst,2.77
6851,West,Industrial,1016.79,862.64,154.15,61674.47,400.0938696075251,Q3,400.09,Q3,15.16
6852,Central,Residential,2089.91,1736.05,353.86,72481.17,204.830074040581,Q2,204.83,Q2,16.93
6853,North,Residential,1932.14,1844.68,87.46,58451.77,668.3257489137892,Q4 (worst),668.33,Q4 worst,4.53
6854,North,Commercial,1191.45,1084.51,106.94,32873.5,307.401346549467,Q2,307.4,Q2,8.98
6855,Central,Residential,869.23,796.91,72.32,83393.91,1153.1237555309735,Q4 (worst),1153.12,Q4 worst,8.32
6856,West,Industrial,1556.44,1328.02,228.42,50900.82,222.8387181507749,Q2,222.84,Q2,14.68
6857,South,Residential,1267.52,1203.16,64.36,71148.87,1105.482753262896,Q4 (worst),1105.48,Q4 worst,5.08
6858,South,Industrial,1179.16,1120.59,58.57,26430.94,451.2709578282397,Q3,451.27,Q3,4.97
6859,Central,Industrial,2443.33,2200.93,242.4,95591.97,394.3563118811881,Q3,394.36,Q3,9.92
6860,South,Residential,1240.63,1165.16,75.47,78719.82,1043.0610838743874,Q4 (worst),1043.06,Q4 worst,6.08
6861,Central,Residential,793.96,738.71,55.25,55718.28,1008.4756561085973,Q4 (worst),1008.48,Q4 worst,6.96
6862,Central,Residential,1800.37,1517.62,282.75,93492.53,330.65439434129087,Q3,330.65,Q3,15.71
6863,South,Commercial,2279.66,2164.81,114.85,89876.76,782.5577710056596,Q4 (worst),782.56,Q4 worst,5.04
6864,North,Residential,2330.93,2234.01,96.92,26160.7,269.92055303342966,Q2,269.92,Q2,4.16
6865,Central,Residential,1128.24,991.22,137.02,40867.65,298.26047292366076,Q2,298.26,Q2,12.14
6866,Central,Industrial,2000.47,1960.16,40.31,48953.43,1214.4239642768543,Q4 (worst),1214.42,Q4 worst,2.02
6867,South,Industrial,900.4,849.53,50.87,8796.29,172.91704344407316,Q2,172.92,Q2,5.65
6868,East,Residential,2487.47,2220.58,266.89,77479.87,290.3063809059912,Q2,290.31,Q2,10.73
6869,West,Residential,1293.06,1132.94,160.12,46355.17,289.5026854858856,Q2,289.5,Q2,12.38
6870,West,Residential,1028.9,835.07,193.83,33751.47,174.12923696022287,Q2,174.13,Q2,18.84
6871,Central,Industrial,1269.47,1174.96,94.51,99368.33,1051.40545973971,Q4 (worst),1051.41,Q4 worst,7.44
6872,West,Residential,1135.54,1070.58,64.96,13960.15,214.9037869458128,Q2,214.9,Q2,5.72
6873,Central,Industrial,945.64,798.24,147.4,23899.95,162.143487109905,Q1 (best),162.14,Q1 best,15.59
6874,North,Commercial,925.25,809.84,115.41,68885.18,596.8735811454812,Q3,596.87,Q3,12.47
6875,North,Industrial,791.74,685.96,105.78,11406.42,107.83153715258082,Q1 (best),107.83,Q1 best,13.36
6876,East,Commercial,1546.09,1257.47,288.62,37896.97,131.30403298454715,Q1 (best),131.3,Q1 best,18.67
6877,South,Commercial,1927.31,1878.07,49.24,16911.74,343.4553208773355,Q3,343.46,Q3,2.55
6878,West,Residential,1471.83,1226.4,245.43,36192.99,147.4676689891211,Q1 (best),147.47,Q1 best,16.68
6879,East,Residential,559.09,471.81,87.28,68168.52,781.0325389550871,Q4 (worst),781.03,Q4 worst,15.61
6880,West,Residential,1230.22,1108.12,122.1,60198.21,493.0238329238329,Q3,493.02,Q3,9.93
6881,South,Commercial,1401.83,1282.43,119.4,42292.38,354.2075376884422,Q3,354.21,Q3,8.52
6882,North,Residential,2244.37,1933.31,311.06,86797.93,279.03918858098115,Q2,279.04,Q2,13.86
6883,Central,Residential,989.47,803.33,186.14,40361.35,216.8332975179972,Q2,216.83,Q2,18.81
6884,West,Commercial,1109.8,926.13,183.67,86747.05,472.29841563673983,Q3,472.3,Q3,16.55
6885,East,Residential,1522.48,1442.2,80.28,84732.19,1055.4582710513205,Q4 (worst),1055.46,Q4 worst,5.27
6886,West,Residential,1378.52,1237.02,141.5,85620.72,605.0934275618374,Q3,605.09,Q3,10.26
6887,West,Commercial,901.26,838.62,62.64,76116.61,1215.1438378033206,Q4 (worst),1215.14,Q4 worst,6.95
6888,West,Industrial,1999.18,1610.4,388.78,89023.93,228.98279232470807,Q2,228.98,Q2,19.45
6889,West,Commercial,692.03,560.04,131.99,70090.0,531.0250776573982,Q3,531.03,Q3,19.07
6890,East,Commercial,966.91,907.4,59.51,82881.5,1392.732313896824,Q4 (worst),1392.73,Q4 worst,6.15
6891,North,Commercial,2046.6,1767.67,278.93,10706.36,38.38368049331373,Q1 (best),38.38,Q1 best,13.63
6892,Central,Commercial,973.36,944.38,28.98,78395.64,2705.1635610766043,Q4 (worst),2705.16,Q4 worst,2.98
6893,North,Industrial,893.88,835.3,58.58,17775.21,303.4347900307272,Q2,303.43,Q2,6.55
6894,North,Industrial,2415.45,1955.54,459.91,15323.84,33.31921462894914,Q1 (best),33.32,Q1 best,19.04
6895,East,Industrial,1853.55,1511.53,342.02,37272.96,108.9788901233846,Q1 (best),108.98,Q1 best,18.45
6896,North,Industrial,1544.04,1495.45,48.59,69765.14,1435.7921383000617,Q4 (worst),1435.79,Q4 worst,3.15
6897,Central,Commercial,1893.12,1654.15,238.97,59822.11,250.33313805080135,Q2,250.33,Q2,12.62
6898,West,Industrial,1897.75,1788.14,109.61,39139.61,357.08064957576863,Q3,357.08,Q3,5.78
6899,North,Industrial,1427.88,1359.01,68.87,77759.73,1129.0798606069404,Q4 (worst),1129.08,Q4 worst,4.82
6900,Central,Commercial,1615.47,1348.4,267.07,25553.66,95.68150672108436,Q1 (best),95.68,Q1 best,16.53
6901,East,Residential,2067.23,1684.58,382.65,6228.09,16.27620540964328,Q1 (best),16.28,Q1 best,18.51
6902,West,Residential,1846.07,1527.52,318.55,35465.17,111.33313451577459,Q1 (best),111.33,Q1 best,17.26
6903,East,Industrial,1207.94,1172.2,35.74,59010.23,1651.0976496922217,Q4 (worst),1651.1,Q4 worst,2.96
6904,East,Residential,2470.42,2336.29,134.13,26303.47,196.10430179676436,Q2,196.1,Q2,5.43
6905,North,Commercial,1518.44,1345.69,172.75,84256.35,487.7357452966715,Q3,487.74,Q3,11.38
6906,Central,Residential,730.73,621.38,109.35,90490.96,827.5350708733425,Q4 (worst),827.54,Q4 worst,14.96
6907,Central,Commercial,1444.68,1373.42,71.26,68361.43,959.3240246982878,Q4 (worst),959.32,Q4 worst,4.93
6908,South,Industrial,2093.49,1865.94,227.55,28982.71,127.36853438804657,Q1 (best),127.37,Q1 best,10.87
6909,North,Residential,1141.72,1044.6,97.12,30364.76,312.65197693574953,Q2,312.65,Q2,8.51
6910,South,Commercial,2214.31,1868.35,345.96,31712.81,91.66611747022777,Q1 (best),91.67,Q1 best,15.62
6911,South,Commercial,1563.16,1285.19,277.97,45824.97,164.85581177824943,Q1 (best),164.86,Q1 best,17.78
6912,Central,Industrial,1491.34,1324.37,166.97,72651.56,435.1174462478289,Q3,435.12,Q3,11.2
6913,Central,Residential,1217.24,1036.55,180.69,12881.32,71.28961204272511,Q1 (best),71.29,Q1 best,14.84
6914,East,Residential,1010.82,952.08,58.74,36268.67,617.4441607082056,Q3,617.44,Q3,5.81
6915,North,Industrial,948.43,893.35,55.08,30332.71,550.7027959331881,Q3,550.7,Q3,5.81
6916,North,Residential,1409.47,1370.82,38.65,29034.29,751.2106080206986,Q4 (worst),751.21,Q4 worst,2.74
6917,South,Industrial,1271.3,1109.23,162.07,10597.75,65.38995495773432,Q1 (best),65.39,Q1 best,12.75
6918,North,Residential,1360.77,1222.03,138.74,89422.87,644.535606169814,Q3,644.54,Q3,10.2
6919,West,Industrial,1774.74,1666.08,108.66,19206.13,176.7543714338303,Q2,176.75,Q2,6.12
6920,East,Industrial,2029.23,1682.75,346.48,96658.36,278.97240821981063,Q2,278.97,Q2,17.07
6921,North,Commercial,1067.83,918.38,149.45,87255.42,583.8435597189696,Q3,583.84,Q3,14.0
6922,South,Commercial,2477.17,2404.75,72.42,61628.56,850.9881248273957,Q4 (worst),850.99,Q4 worst,2.92
6923,West,Industrial,982.75,885.22,97.53,47439.08,486.40500358863943,Q3,486.41,Q3,9.92
6924,Central,Commercial,624.5,579.87,44.63,8554.96,191.68630965718123,Q2,191.69,Q2,7.15
6925,East,Residential,1526.64,1301.07,225.57,94690.46,419.78303852462653,Q3,419.78,Q3,14.78
6926,North,Commercial,2393.28,1916.86,476.42,49048.3,102.95180722891567,Q1 (best),102.95,Q1 best,19.91
6927,East,Residential,1766.64,1598.52,168.12,38097.65,226.60986200333096,Q2,226.61,Q2,9.52
6928,South,Industrial,1166.43,1001.4,165.03,9389.46,56.89547355026358,Q1 (best),56.9,Q1 best,14.15
6929,Central,Residential,2427.06,1966.64,460.42,30628.04,66.52195821206725,Q1 (best),66.52,Q1 best,18.97
6930,Central,Commercial,1447.14,1215.5,231.64,86962.84,375.4223795544811,Q3,375.42,Q3,16.01
6931,Central,Residential,2250.54,1842.58,407.96,88343.22,216.5487302676733,Q2,216.55,Q2,18.13
6932,East,Industrial,1844.26,1803.76,40.5,97879.64,2416.7812345679013,Q4 (worst),2416.78,Q4 worst,2.2
6933,Central,Residential,1609.43,1540.38,69.05,19912.63,288.37986965966695,Q2,288.38,Q2,4.29
6934,Central,Residential,1514.41,1380.57,133.84,84797.61,633.5744919306635,Q3,633.57,Q3,8.84
6935,Central,Commercial,1565.27,1391.79,173.48,70653.21,407.27005994927373,Q3,407.27,Q3,11.08
6936,North,Residential,2400.21,1971.6,428.61,62594.41,146.04047969016122,Q1 (best),146.04,Q1 best,17.86
6937,Central,Commercial,1159.68,978.58,181.1,10682.02,58.984097183876315,Q1 (best),58.98,Q1 best,15.62
6938,North,Residential,1815.93,1650.98,164.95,51252.34,310.7143983025159,Q2,310.71,Q2,9.08
6939,East,Residential,716.73,641.11,75.62,56028.75,740.9250198360222,Q4 (worst),740.93,Q4 worst,10.55
6940,South,Industrial,1133.68,1096.67,37.01,84182.46,2274.5868684139423,Q4 (worst),2274.59,Q4 worst,3.26
6941,West,Commercial,1427.87,1283.05,144.82,54919.21,379.22393315840355,Q3,379.22,Q3,10.14
6942,North,Industrial,818.69,719.81,98.88,99721.09,1008.5061690938511,Q4 (worst),1008.51,Q4 worst,12.08
6943,Central,Commercial,1975.83,1814.2,161.63,63769.57,394.5404318505228,Q3,394.54,Q3,8.18
6944,North,Industrial,1142.67,1013.25,129.42,93072.03,719.1471951784887,Q4 (worst),719.15,Q4 worst,11.33
6945,West,Commercial,973.88,848.65,125.23,49509.4,395.34776012137667,Q3,395.35,Q3,12.86
6946,Central,Industrial,1800.23,1734.65,65.58,49609.42,756.4717901799329,Q4 (worst),756.47,Q4 worst,3.64
6947,North,Residential,522.79,440.22,82.57,7746.69,93.8196681603488,Q1 (best),93.82,Q1 best,15.79
6948,East,Industrial,2358.43,2100.54,257.89,56834.66,220.38334173484822,Q2,220.38,Q2,10.93
6949,South,Industrial,1690.64,1616.31,74.33,97556.86,1312.48298129961,Q4 (worst),1312.48,Q4 worst,4.4
6950,Central,Residential,715.7,653.56,62.14,33985.21,546.9135822336659,Q3,546.91,Q3,8.68
6951,Central,Industrial,1351.14,1118.01,233.13,87501.52,375.3335907004676,Q3,375.33,Q3,17.25
6952,East,Commercial,623.47,537.45,86.02,30940.55,359.69018832829573,Q3,359.69,Q3,13.8
6953,East,Industrial,1324.99,1172.67,152.32,64785.99,425.3281906512605,Q3,425.33,Q3,11.5
6954,West,Industrial,1195.26,1159.27,35.99,51886.22,1441.6843567657681,Q4 (worst),1441.68,Q4 worst,3.01
6955,West,Residential,1400.54,1250.47,150.07,91365.62,608.8200173252482,Q3,608.82,Q3,10.72
6956,South,Industrial,1263.96,1132.34,131.62,98603.52,749.1530162589272,Q4 (worst),749.15,Q4 worst,10.41
6957,West,Commercial,2196.89,2029.71,167.18,51067.2,305.4623758822825,Q2,305.46,Q2,7.61
6958,Central,Industrial,1056.27,889.24,167.03,50427.96,301.90959707836913,Q2,301.91,Q2,15.81
6959,East,Industrial,1472.48,1252.15,220.33,60009.62,272.3624563155267,Q2,272.36,Q2,14.96
